hockeyRef,name,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so,stats/toughness,stats/dstat,stats/gstat
kindebe01,"no-name",PIT,C,7,2,0,4,1,0,0,0,25,29,13,7,3,94,0,6,,,,,,,7,4.133333333333333,0
klingjo01,"no-name",SJS,D,3,1,1,2,-3,1,0,0,0,0,4,4,3,58,0,4,,,,,,,5,2.9,0
korczka01,"no-name",VEG,D,9,1,1,8,2,0,0,0,0,0,11,18,22,145,1,7,,,,,,,30,19.25,0
kozakty01,"no-name",BUF,C,7,2,0,0,2,0,0,0,28,34,5,4,19,69,2,2,,,,,,,19,6.3,0
kulakbr01,"no-name",EDM,D,10,0,2,2,4,0,0,0,0,0,8,10,2,188,2,9,,,,,,,4,12.4,0
kurasph01,"no-name",SJS,C,7,1,1,0,-1,0,0,0,7,3,10,4,7,118,4,7,,,,,,,7,4.933333333333334,0
lacomja01,"no-name",ANA,D,8,0,2,2,1,0,0,0,0,0,17,16,8,201,3,17,,,,,,,10,12.05,0
landega01,"no-name",COL,LW,10,0,2,4,0,0,0,0,12,4,13,2,16,144,5,6,,,,,,,20,5.8,0
lapiehe01,"no-name",WSH,C,8,0,2,2,1,0,0,0,12,16,8,2,11,84,0,4,,,,,,,13,0.7999999999999998,0
larssad01,"no-name",SEA,D,9,0,2,6,-3,0,0,0,0,0,10,22,13,203,2,6,,,,,,,19,28.15,0
lauzoje01,"no-name",VEG,D,9,0,2,15,1,0,0,0,0,0,7,15,35,153,0,5,,,,,,,50,17.65,0
leddyni01,"no-name",SJS,D,7,0,2,4,-4,0,0,0,0,0,1,10,2,120,4,4,,,,,,,6,16,0
levshar01,"no-name",CHI,D,8,0,2,10,3,0,0,0,0,0,7,2,11,119,0,11,,,,,,,21,-3.05,0
lorenst01,"no-name",TOR,C,6,0,2,0,-1,0,0,0,6,5,3,5,16,56,1,3,,,,,,,16,4.866666666666667,0
luostee01,"no-name",FLA,C,10,1,1,2,-2,0,0,0,7,3,17,11,24,165,0,4,,,,,,,26,12.5,0
mahurjo01,"no-name",SEA,D,9,1,1,14,5,0,0,1,0,0,8,15,10,141,2,6,,,,,,,24,18.05,0
mansojo01,"no-name",COL,D,10,1,1,13,2,0,0,1,0,0,15,17,20,180,4,12,,,,,,,33,18,0
meyerbe01,"no-name",SEA,F,3,0,2,0,1,0,0,0,11,8,0,1,6,26,1,0,,,,,,,6,2.8666666666666667,0
mintypa01,"no-name",ANA,D,8,0,2,2,-2,0,0,0,0,0,6,8,8,116,0,7,,,,,,,10,6.8,0
moserja01,"no-name",TBL,D,7,1,1,2,3,0,0,0,0,0,10,6,8,154,4,9,,,,,,,10,8.7,0
mukhash01,"no-name",SJS,D,1,0,2,4,1,0,0,0,0,0,0,1,0,12,0,1,,,,,,,4,0.6,0
petryje01,"no-name",FLA,D,10,0,2,4,-5,0,0,0,0,0,7,9,8,149,0,11,,,,,,,12,5.45,0
rasmumi01,"no-name",DET,C,8,1,1,2,-4,0,0,0,35,23,8,8,9,93,0,3,,,,,,,11,8.1,0
reavery01,"no-name",SJS,RW,8,2,0,10,-2,0,0,0,0,0,4,1,31,53,1,2,,,,,,,41,1.7666666666666666,0
roberni01,"no-name",TOR,LW,8,1,1,0,-3,0,0,0,0,1,16,0,11,92,1,5,,,,,,,11,-0.9333333333333331,0
sandiax01,"no-name",DET,D,9,1,1,6,-7,0,0,0,0,0,13,14,2,172,2,8,,,,,,,8,16.6,0
sandira01,"no-name",WSH,D,7,0,2,0,3,0,0,0,0,0,4,10,16,135,3,9,,,,,,,16,10.75,0
schmina01,"no-name",UTA,D,10,0,2,2,8,0,0,0,0,0,14,10,12,208,2,8,,,,,,,14,14.4,0
schnebr01,"no-name",NYR,D,10,0,2,2,-5,0,0,0,0,0,13,13,26,181,2,8,,,,,,,28,16.05,0
seeleni01,"no-name",PHI,D,8,0,2,4,1,0,0,0,0,0,6,13,18,161,1,7,,,,,,,22,15.05,0
seidemo01,"no-name",DET,D,9,0,2,4,3,0,0,0,0,0,21,14,21,225,5,13,,,,,,,25,17.25,0
sharaye01,"no-name",CGY,C,8,1,1,0,-5,0,0,0,0,2,12,5,3,119,0,2,,,,,,,3,6.966666666666667,0
sillico01,"no-name",CBJ,C,8,0,2,8,1,0,0,0,4,7,13,1,8,118,3,6,,,,,,,16,1.9333333333333331,0
skjeibr01,"no-name",NSH,D,10,0,2,4,-5,0,0,0,0,0,13,8,7,230,4,13,,,,,,,11,10.5,0
smithre01,"no-name",VEG,RW,9,1,1,0,-3,0,0,1,0,0,10,1,8,122,0,8,,,,,,,8,-2.9333333333333336,0
soucyca01,"no-name",NYR,D,6,1,1,0,1,0,0,0,0,0,5,5,7,85,1,9,,,,,,,7,1.25,0
stamkst01,"no-name",NSH,C,10,1,1,8,-4,1,0,0,24,22,22,7,3,174,2,8,,,,,,,11,6.8,0
steelsa01,"no-name",DAL,C,9,1,1,0,-2,1,0,0,14,9,10,5,13,151,3,2,,,,,,,13,11.033333333333333,0
stenlke01,"no-name",UTA,C,10,1,1,4,0,0,0,0,96,101,10,12,6,161,4,9,,,,,,,10,12.366666666666667,0
strubja01,"no-name",MTL,D,6,0,2,0,3,0,0,0,0,0,2,4,6,89,1,6,,,,,,,6,3.45,0
sundqos01,"no-name",STL,C,2,0,2,4,1,0,0,0,9,8,0,1,5,24,3,1,,,,,,,9,3.8,0
timmico01,"no-name",BUF,D,9,0,2,8,-3,0,0,0,0,0,9,24,5,189,2,10,,,,,,,13,25.45,0
treniya01,"no-name",MIN,C,10,0,2,2,-1,0,0,0,3,10,16,6,46,132,2,5,,,,,,,48,7.4,0
turcoal02,"no-name",LAK,C,10,0,2,7,-1,0,0,0,35,30,9,3,1,88,1,5,,,,,,,8,1.9333333333333331,0
vlasial01,"no-name",CHI,D,8,0,2,0,-1,0,0,0,0,0,4,16,9,174,2,8,,,,,,,9,18.7,0
warrema01,"no-name",NYI,D,1,0,2,0,1,0,0,0,0,0,0,0,2,11,1,2,,,,,,,2,-0.44999999999999996,0
weegama01,"no-name",CGY,D,10,0,2,20,-10,0,0,0,0,0,15,16,27,247,4,13,,,,,,,47,19.35,0
wiesboz01,"no-name",NSH,RW,7,0,2,7,-1,0,0,0,0,3,7,3,19,74,0,6,,,,,,,26,-0.5333333333333332,0
wilsbad01,"no-name",NSH,D,10,0,2,8,0,0,0,0,0,0,11,7,4,190,3,11,,,,,,,12,8.5,0
zaryco01,"no-name",CGY,C,10,1,1,6,-5,1,0,0,25,31,12,3,5,131,1,2,,,,,,,11,6.366666666666666,0
amadimi01,"no-name",OTT,C,9,1,0,2,-1,0,0,0,2,2,10,8,12,130,6,10,,,,,,,14,8.333333333333332,0
andermi02,"no-name",LAK,D,10,1,0,2,3,0,0,0,0,0,7,16,14,203,2,9,,,,,,,16,19.15,0
backos01,"no-name",DAL,C,1,1,0,0,1,0,0,0,0,1,1,0,0,8,0,0,,,,,,,0,0.26666666666666666,0
bardaza01,"no-name",COL,C,5,0,1,0,-1,0,0,0,9,14,3,1,5,29,0,2,,,,,,,5,-0.033333333333333326,0
bastina01,"no-name",DAL,RW,9,1,0,2,-2,0,0,0,0,0,8,3,14,62,0,1,,,,,,,16,4.066666666666666,0
beechjo01,"no-name",BOS,C,3,1,0,0,0,0,0,0,0,3,5,3,4,37,0,1,,,,,,,4,3.2333333333333334,0
benoisi01,"no-name",TOR,D,9,0,1,13,0,0,0,0,0,0,5,9,23,157,3,12,,,,,,,36,7.85,0
bernaja01,"no-name",DET,D,8,0,1,2,3,0,0,0,0,0,10,4,4,101,2,6,,,,,,,6,5.05,0
bichsli01,"no-name",DAL,D,9,0,1,2,-2,0,0,0,0,0,2,13,25,135,1,12,,,,,,,27,8.75,0
bjugsni01,"no-name",STL,C,8,1,0,4,0,0,0,0,27,23,6,8,22,78,2,1,,,,,,,26,11.6,0
blackco01,"no-name",DAL,C,9,0,1,6,-3,0,0,0,13,20,6,4,16,107,0,8,,,,,,,22,-0.4333333333333331,0
bluegte01,"no-name",VAN,C,2,1,0,0,0,0,0,1,9,17,2,3,3,31,0,1,,,,,,,3,3.033333333333333,0
boqvije01,"no-name",FLA,C,10,1,0,2,-2,0,0,1,9,16,8,5,27,115,0,7,,,,,,,29,1.8333333333333335,0
brandmi01,"no-name",DET,F,9,0,1,2,-5,0,0,0,0,0,14,3,28,112,2,10,,,,,,,30,-1.2666666666666666,0
brindga01,"no-name",COL,C,10,1,0,2,-3,0,0,0,2,3,9,2,9,88,2,4,,,,,,,11,2.933333333333333,0
bruniha01,"no-name",PIT,D,6,1,0,4,2,0,0,0,0,0,5,10,3,97,0,11,,,,,,,7,3.8499999999999996,0
brysoja01,"no-name",BUF,D,5,0,1,2,1,0,0,0,0,0,1,4,1,47,0,2,,,,,,,3,4.35,0
cernaer01,"no-name",TBL,D,9,0,1,6,-4,0,0,0,0,0,5,23,15,173,1,6,,,,,,,21,26.65,0
chishde01,"no-name",WSH,D,3,0,1,0,2,0,0,0,0,0,1,2,1,44,1,2,,,,,,,1,3.2,0
colansa01,"no-name",ANA,RW,5,1,0,2,-2,0,0,0,1,1,2,1,7,52,0,6,,,,,,,9,-3.2666666666666666,0
cottepa01,"no-name",NJD,C,9,1,0,4,-4,0,0,0,4,3,14,3,23,106,2,4,,,,,,,27,4.533333333333333,0
daccojo01,"no-name",SEA,G,7,0,1,0,0,0,0,0,0,0,0,0,0,410,0,5,5,1,1,17,201,1,0,8.666666666666666,26.15
deshavi01,"no-name",SJS,D,6,0,1,16,-2,0,0,0,0,0,6,12,10,103,0,6,,,,,,,26,11.15,0
domima01,"no-name",TOR,LW,9,1,0,6,-7,0,0,0,38,37,19,6,2,118,1,8,,,,,,,8,2.933333333333333,0
duhaibr01,"no-name",WSH,RW,9,0,1,9,-2,0,0,0,2,9,5,5,24,119,1,2,,,,,,,33,7.966666666666667,0
durzise01,"no-name",UTA,D,2,0,1,4,0,0,0,0,0,0,2,4,3,37,1,4,,,,,,,7,2.85,0
ernead01,"no-name",DAL,LW,6,0,1,0,-1,0,0,0,2,1,3,5,26,60,0,1,,,,,,,26,6,0
fabbrda01,"no-name",CBJ,D,8,0,1,2,0,0,0,0,0,0,6,17,3,138,1,7,,,,,,,5,17.9,0
fleurca01,"no-name",SEA,D,4,0,1,5,0,0,0,0,0,0,3,2,6,58,1,3,,,,,,,11,2.9,0
foegewa01,"no-name",LAK,LW,10,1,0,6,-1,0,0,0,3,6,13,1,12,133,0,12,,,,,,,18,-6.566666666666666,0
franket01,"no-name",WSH,F,2,0,1,4,0,0,0,0,0,0,2,1,1,25,0,1,,,,,,,5,0.8333333333333334,0
fredetr01,"no-name",EDM,C,10,1,0,6,-1,0,0,1,14,12,12,4,29,125,0,7,,,,,,,35,1.166666666666667,0
gaudrfr01,"no-name",SEA,C,4,0,1,0,0,0,0,0,18,33,3,5,2,51,0,3,,,,,,,2,3.7,0
geekico01,"no-name",TBL,C,6,0,1,4,0,0,0,0,8,13,5,5,15,60,0,5,,,,,,,19,2,0
gibsojo02,"no-name",DET,G,5,0,1,0,0,0,0,0,0,0,0,0,0,277,0,3,3,2,0,16,123,0,0,6.2333333333333325,8.45
goodrba01,"no-name",SJS,RW,9,0,1,0,-2,0,0,0,2,3,8,9,14,102,2,6,,,,,,,14,8.4,0
grebeni01,"no-name",PHI,RW,6,0,1,19,-4,0,0,0,2,0,1,1,7,53,1,4,,,,,,,26,-0.2333333333333334,0
greenry01,"no-name",CHI,C,9,1,0,2,0,0,0,0,32,33,2,2,5,104,2,1,,,,,,,7,6.466666666666667,0
gridima01,"no-name",CGY,F,4,1,0,0,-3,0,0,0,0,4,9,3,1,58,2,6,,,,,,,1,0.9333333333333333,0
grzelma01,"no-name",CHI,D,9,0,1,2,6,0,0,0,0,0,10,9,2,133,2,4,,,,,,,4,13.65,0
hagueni01,"no-name",NSH,D,2,0,1,2,-2,0,0,0,0,0,1,3,5,41,0,1,,,,,,,7,4.05,0
hamontr01,"no-name",DET,D,2,0,1,0,-1,0,0,0,0,0,4,1,0,24,0,0,,,,,,,0,2.2,0
hanlejo01,"no-name",CGY,D,10,0,1,2,-4,0,0,0,0,0,6,17,7,156,2,10,,,,,,,9,16.8,0
hinosvi01,"no-name",MIN,C,10,0,1,4,-5,0,0,0,2,1,8,3,13,111,4,5,,,,,,,17,5.7,0
honzesa01,"no-name",CGY,LW,8,0,1,0,-2,0,0,0,0,0,12,3,17,98,1,4,,,,,,,17,3.2666666666666666,0
howaris01,"no-name",EDM,LW,9,1,0,4,-2,0,0,0,0,0,10,1,1,89,1,6,,,,,,,5,-1.0333333333333332,0
howdebr01,"no-name",VEG,C,5,1,0,2,-4,0,0,0,9,2,2,0,11,64,2,6,,,,,,,13,-1.8666666666666667,0
jonesca01,"no-name",PIT,D,7,0,1,0,1,0,0,0,0,0,5,15,10,120,1,4,,,,,,,10,18,0
jostty01,"no-name",NSH,C,9,1,0,4,-1,0,0,0,7,7,15,4,12,111,7,2,,,,,,,16,12.7,0
juulsno01,"no-name",PHI,D,8,0,1,0,0,0,0,0,0,0,3,6,11,105,1,8,,,,,,,11,4.25,0
kaliyar01,"no-name",OTT,RW,2,0,1,0,0,0,0,0,0,0,4,0,0,21,0,2,,,,,,,0,-1.3,0
kaspema01,"no-name",DET,C,9,1,0,6,-4,0,0,0,49,44,12,6,27,143,2,7,,,,,,,33,5.766666666666667,0
khusnma01,"no-name",BOS,C,5,0,1,2,-2,0,0,0,0,0,7,0,1,53,3,1,,,,,,,3,3.7666666666666666,0
koepkco01,"no-name",WPG,LW,9,0,1,12,-3,0,0,0,0,0,5,3,25,89,2,3,,,,,,,37,4.966666666666667,0
koleske01,"no-name",VEG,RW,9,0,1,7,-3,0,0,0,0,1,6,9,25,99,1,4,,,,,,,32,9.3,0
kuninlu01,"no-name",FLA,C,9,0,1,4,0,0,0,0,43,54,5,11,11,96,1,5,,,,,,,15,10.2,0
lainepa01,"no-name",MTL,RW,5,0,1,2,-3,0,0,0,2,1,6,0,2,63,0,2,,,,,,,4,0.10000000000000009,0
lazarcu01,"no-name",EDM,C,2,1,0,0,0,0,0,0,5,4,1,2,4,23,0,0,,,,,,,4,2.7666666666666666,0
lekkejo01,"no-name",VAN,RW,4,1,0,0,0,0,0,0,0,0,3,2,5,39,0,3,,,,,,,5,0.30000000000000004,0
liljeti01,"no-name",SJS,D,6,0,1,4,-1,0,0,0,0,0,5,15,6,139,0,6,,,,,,,10,15.95,0
lindgry01,"no-name",SEA,D,9,0,1,21,-1,0,0,0,0,0,3,16,6,168,1,9,,,,,,,27,16.4,0
lizotbl01,"no-name",PIT,C,9,1,0,0,3,0,0,0,37,31,9,3,7,127,1,8,,,,,,,7,0.2333333333333334,0
lombery01,"no-name",CGY,LW,10,0,1,12,1,0,0,0,0,4,8,5,43,90,0,3,,,,,,,55,5,0
lundeis01,"no-name",CBJ,C,8,0,1,2,1,0,0,0,30,27,3,5,4,91,2,9,,,,,,,6,1.0333333333333332,0
lycksol01,"no-name",OTT,RW,4,1,0,0,1,0,0,1,0,0,6,2,1,40,0,1,,,,,,,1,2.333333333333333,0
lyubuil01,"no-name",DAL,D,7,0,1,8,4,0,0,0,0,0,5,8,10,110,1,12,,,,,,,18,2.5,0
maattol01,"no-name",UTA,D,10,0,1,0,2,0,0,0,0,0,2,10,0,112,0,10,,,,,,,0,5.6,0
malotje01,"no-name",LAK,F,8,1,0,19,-1,0,0,0,1,0,5,2,26,62,1,3,,,,,,,45,2.066666666666667,0
martibr02,"no-name",NSH,C,3,0,1,0,0,0,0,0,5,11,2,2,0,34,0,4,,,,,,,0,-0.8666666666666667,0
mcbaija03,"no-name",UTA,C,10,1,0,15,0,0,0,0,35,49,19,7,24,136,2,4,,,,,,,39,9.533333333333333,0
middlja01,"no-name",MIN,D,10,0,1,17,-3,0,0,0,0,0,9,18,14,168,1,5,,,,,,,31,22.4,0
mintefr01,"no-name",BOS,C,10,1,0,6,-4,0,0,1,59,54,12,13,14,125,4,2,,,,,,,20,19.166666666666668,0
nedelal01,"no-name",SJS,G,4,0,1,0,0,0,0,0,0,0,0,0,0,240,0,4,1,2,1,16,128,0,0,4,6.199999999999999
obrieli01,"no-name",UTA,C,5,1,0,5,-2,0,0,0,0,0,10,4,8,48,0,2,,,,,,,13,3.6,0
oconndr01,"no-name",VAN,F,10,0,1,6,-4,0,0,0,7,5,11,6,7,137,2,10,,,,,,,13,2.5666666666666664,0
oleksja01,"no-name",SEA,D,9,1,0,4,1,0,0,0,0,0,12,18,12,159,5,11,,,,,,,16,19.95,0
olivima01,"no-name",CBJ,F,8,0,1,12,-1,0,0,0,0,0,13,9,26,116,1,1,,,,,,,38,12.866666666666667,0
palaton01,"no-name",NJD,LW,9,0,1,0,-1,0,0,0,0,2,7,10,16,115,1,3,,,,,,,16,11.833333333333334,0
parekza01,"no-name",CGY,D,8,0,1,0,-1,0,0,0,0,0,10,4,3,127,1,11,,,,,,,3,0.34999999999999964,0
peekean01,"no-name",BOS,D,10,0,1,0,-3,0,0,0,0,0,14,28,14,188,1,12,,,,,,,14,26.4,0
pelecad01,"no-name",NYI,D,8,0,1,2,3,0,0,0,0,0,10,12,4,154,2,6,,,,,,,6,15.7,0
petteel02,"no-name",VAN,D,10,0,1,2,1,0,0,0,0,0,6,13,12,140,3,11,,,,,,,14,12,0
pettema01,"no-name",VAN,D,10,0,1,8,1,0,0,0,0,0,6,17,5,202,2,10,,,,,,,13,19.1,0
pionkne01,"no-name",WPG,D,9,0,1,8,-1,0,0,0,0,0,23,17,11,210,3,7,,,,,,,19,23.5,0
ratyaa01,"no-name",VAN,C,8,0,1,4,1,0,0,0,58,42,5,0,25,105,1,4,,,,,,,29,0.5,0
reinhco01,"no-name",VEG,LW,3,1,0,0,0,0,0,0,0,0,1,0,4,26,0,3,,,,,,,4,-2.1333333333333333,0
rempema01,"no-name",NYR,C,9,1,0,7,1,0,0,0,2,3,8,2,30,88,1,2,,,,,,,37,3.933333333333333,0
roberma02,"no-name",NYR,D,7,1,0,4,-2,0,0,0,0,0,6,7,9,120,0,7,,,,,,,13,6,0
saadbr01,"no-name",VEG,LW,9,0,1,2,0,0,0,0,0,4,9,6,2,121,4,5,,,,,,,4,9.033333333333333,0
savoima01,"no-name",EDM,C,10,0,1,0,-5,0,0,0,1,1,12,7,2,128,2,6,,,,,,,2,7.266666666666667,0
schwico01,"no-name",FLA,RW,1,1,0,0,1,0,0,0,2,9,1,2,0,9,0,0,,,,,,,0,2.3,0
siegejo01,"no-name",NJD,D,9,0,1,4,1,0,0,0,0,0,4,15,6,175,4,13,,,,,,,10,14.75,0
silovar01,"no-name",PIT,G,5,0,1,0,0,0,0,0,0,0,0,0,0,304,0,3,3,1,1,13,152,1,0,7.133333333333333,18.8
sissoco01,"no-name",VEG,C,9,0,1,13,-3,0,0,0,58,44,4,5,11,99,1,4,,,,,,,24,5.3,0
sourdju01,"no-name",WSH,RW,9,1,0,4,2,0,0,0,12,12,10,4,18,107,2,6,,,,,,,22,3.566666666666667,0
spurgja01,"no-name",MIN,D,10,1,0,0,-11,1,0,0,0,0,12,19,20,209,3,7,,,,,,,20,25.45,0
talboca01,"no-name",DET,G,5,0,1,0,0,0,0,0,0,0,0,0,0,261,0,0,3,1,0,13,118,0,0,8.7,10.7
tanevbr01,"no-name",UTA,LW,10,0,1,4,-2,0,0,0,0,3,12,7,42,109,2,12,,,,,,,46,0.6333333333333333,0
tanevch01,"no-name",TOR,D,7,0,1,0,3,0,0,0,0,0,6,8,2,123,4,3,,,,,,,2,15.15,0
texieal01,"no-name",STL,C,5,0,1,0,0,0,0,0,1,0,4,1,2,42,0,1,,,,,,,2,1.4,0
thomplo01,"no-name",WSH,G,6,0,1,0,0,0,0,0,0,0,0,0,0,359,0,1,5,1,0,9,144,0,0,10.966666666666667,22.599999999999998
toewsde01,"no-name",COL,D,10,0,1,0,8,0,0,0,0,0,16,11,2,234,2,9,,,,,,,2,15.7,0
tolvaee01,"no-name",SEA,RW,9,0,1,2,-3,0,0,0,0,0,8,9,26,137,2,5,,,,,,,28,10.566666666666666,0
trochvi01,"no-name",NYR,C,2,0,1,0,-2,0,0,0,13,10,1,3,1,28,1,2,,,,,,,1,2.9333333333333336,0
tsyplma01,"no-name",NYI,F,6,1,0,0,-4,0,0,0,0,2,7,0,9,52,0,4,,,,,,,9,-2.2666666666666666,0
vanrija01,"no-name",DET,LW,6,1,0,4,1,0,0,0,1,0,8,5,0,69,0,3,,,,,,,4,4.3,0
vanritr01,"no-name",WSH,D,7,1,0,4,2,0,0,0,0,0,5,5,1,102,0,4,,,,,,,5,6.1,0
vatrafr01,"no-name",ANA,LW,8,0,1,9,-7,0,0,0,4,2,19,5,27,103,0,3,,,,,,,36,5.433333333333334,0
walkese01,"no-name",CAR,D,8,1,0,6,-5,0,0,0,0,0,18,13,22,193,0,8,,,,,,,28,14.65,0
whiteza01,"no-name",VEG,D,9,0,1,2,2,0,0,0,0,0,6,12,21,164,0,9,,,,,,,23,11.2,0
wintery01,"no-name",SEA,C,9,0,1,4,1,0,0,0,0,0,9,3,8,114,2,2,,,,,,,12,6.8,0
woodma01,"no-name",NSH,RW,3,0,1,0,2,0,0,0,1,0,5,1,3,36,1,2,,,,,,,3,1.2,0
woodmi01,"no-name",CBJ,LW,3,1,0,2,1,0,0,0,0,0,4,0,2,23,0,3,,,,,,,4,-2.2333333333333334,0
xhekaar01,"no-name",MTL,D,9,0,1,15,-2,0,0,0,0,0,7,5,12,94,0,3,,,,,,,27,6.7,0
yamamka01,"no-name",UTA,RW,5,0,1,2,1,0,0,0,1,2,2,0,2,59,0,5,,,,,,,4,-3.033333333333333,0
yurovda01,"no-name",MIN,RW,8,1,0,0,-6,0,0,1,18,24,5,3,6,78,2,4,,,,,,,6,3.6,0
zamulye01,"no-name",PHI,D,5,0,1,2,1,0,0,0,0,0,2,7,0,70,1,4,,,,,,,2,7.5,0
zellwol01,"no-name",ANA,D,8,0,1,4,3,0,0,0,0,0,19,5,3,152,2,4,,,,,,,7,10.6,0
zettefa01,"no-name",OTT,W,9,0,1,6,-2,0,0,0,1,0,17,2,20,124,2,3,,,,,,,26,5.133333333333334,0
abolsro01,"no-name",PHI,C,4,0,0,5,-3,0,0,0,13,7,3,2,5,27,0,1,,,,,,,10,1.9,0
agozzan01,"no-name",UTA,LW,2,0,0,0,0,0,0,0,3,4,0,1,4,12,1,1,,,,,,,4,1.4,0
ahcanja01,"no-name",COL,D,1,0,0,0,-1,0,0,0,0,0,0,0,3,11,0,2,,,,,,,3,-1.45,0
allenja01,"no-name",NJD,G,6,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,5,0,0,11,142,0,0,11.366666666666667,20.3
amanni01,"no-name",VAN,C,2,0,0,0,0,0,0,0,1,1,1,1,2,17,0,1,,,,,,,2,0.5666666666666667,0
anderfr01,"no-name",CAR,G,5,0,0,2,0,0,0,0,0,0,0,0,0,308,0,3,4,1,0,14,142,0,2,7.2666666666666675,15.3
andraem01,"no-name",PHI,D,1,0,0,0,0,0,0,0,0,0,1,0,0,10,1,1,,,,,,,0,0.5,0
annunju01,"no-name",NSH,G,2,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,2,0,8,53,0,0,3.9,-0.05000000000000071
askarya01,"no-name",SJS,G,5,0,0,0,0,0,0,0,0,0,0,0,0,300,0,3,1,3,1,24,166,0,0,7,3.8999999999999986
balinuv01,"no-name",FLA,D,8,0,0,2,-2,0,0,0,0,0,3,7,9,108,5,5,,,,,,,11,12.4,0
beanja01,"no-name",CGY,D,7,0,0,2,-5,0,0,0,0,0,6,17,3,119,2,5,,,,,,,5,19.95,0
beckow01,"no-name",MTL,C,2,0,0,0,-1,0,0,0,7,5,1,1,0,16,0,0,,,,,,,0,1.5333333333333332,0
binnijo01,"no-name",STL,G,7,0,0,0,0,0,0,0,0,0,0,0,0,364,0,3,2,3,1,19,149,0,0,9.133333333333333,8.349999999999998
blankni01,"no-name",NSH,D,1,0,0,0,1,0,0,0,0,0,1,0,2,12,0,0,,,,,,,2,0.6,0
bobrose01,"no-name",FLA,G,8,0,0,2,0,0,0,0,0,0,0,0,0,473,0,4,5,3,0,18,186,1,2,11.766666666666667,21.9
bogosza01,"no-name",MIN,D,5,0,0,0,3,0,0,0,0,0,5,9,6,69,1,2,,,,,,,6,11.45,0
boqviad01,"no-name",NYI,D,3,0,0,0,2,0,0,0,0,0,1,3,0,40,0,0,,,,,,,0,5,0
brodzjo01,"no-name",NYR,C,2,0,0,0,0,0,0,0,2,0,0,1,0,16,0,0,,,,,,,0,1.5333333333333332,0
bussibr01,"no-name",CAR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,179,0,3,2,1,0,7,79,0,0,2.966666666666667,8.85
callami02,"no-name",BOS,D,2,0,0,0,-1,0,0,0,0,0,2,6,1,30,0,2,,,,,,,1,5.5,0
chaffmi01,"no-name",TBL,F,7,0,0,4,0,0,0,0,1,2,8,2,19,66,0,5,,,,,,,23,-0.7999999999999998,0
chibrni01,"no-name",WPG,RW,5,0,0,8,-1,0,0,0,0,0,2,3,7,48,2,6,,,,,,,15,0.6000000000000001,0
chrisja01,"no-name",CBJ,D,4,0,0,0,-1,0,0,0,0,0,3,0,4,37,0,4,,,,,,,4,-2.15,0
cliftco01,"no-name",PIT,D,3,0,0,2,-3,0,0,0,0,0,2,9,16,52,0,1,,,,,,,18,10.6,0
comrier01,"no-name",WPG,G,2,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,2,0,0,5,68,0,0,3.966666666666667,9.2
coolede01,"no-name",CGY,G,2,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0,3,40,0,0,2.6,3
cootebr01,"no-name",VAN,C,3,0,0,0,-2,0,0,0,5,8,0,1,3,32,0,4,,,,,,,3,-1.9333333333333333,0
dastoch01,"no-name",TBL,D,2,0,0,0,-2,0,0,0,0,0,1,2,4,25,0,2,,,,,,,4,1.25,0
dadonev01,"no-name",NJD,RW,1,0,0,0,0,0,0,0,0,0,2,2,0,9,0,1,,,,,,,0,1.3,0
danfoju01,"no-name",BUF,RW,4,0,0,2,-2,0,0,0,17,14,2,4,3,46,0,3,,,,,,,5,2.533333333333333,0
dawsni01,"no-name",NJD,G,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,1,0,0,1,31,0,0,0,5.6499999999999995
delmaet01,"no-name",CHI,D,1,0,0,0,-1,0,0,0,0,0,1,2,6,17,0,1,,,,,,,6,1.85,0
demkoth01,"no-name",VAN,G,6,0,0,0,0,0,0,0,0,0,0,0,0,356,0,2,4,2,0,14,180,0,0,9.866666666666667,21
deslani01,"no-name",PHI,LW,2,0,0,5,-1,0,0,0,0,0,1,0,5,12,0,0,,,,,,,10,0.4,0
desmica01,"no-name",DAL,G,2,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,1,1,0,7,51,0,0,3.933333333333333,2.6499999999999986
dickisa01,"no-name",SJS,D,7,0,0,6,-4,0,0,0,0,0,7,5,5,100,2,8,,,,,,,11,4,0
dobesja01,"no-name",MTL,G,5,0,0,2,0,0,0,0,0,0,0,0,0,304,0,0,5,0,0,9,150,0,2,10.133333333333333,23.5
dostalu01,"no-name",ANA,G,6,0,0,2,0,0,0,0,0,0,0,0,0,357,0,0,2,3,1,18,179,0,2,11.9,13.849999999999998
douglcu01,"no-name",TBL,C,7,0,0,12,0,0,0,0,1,0,4,2,7,38,1,1,,,,,,,19,3.2666666666666666,0
