ID,Name,BirthDate,Pos,NHL
tomasph01,Philip Tomasino,2001-07-28,C,PIT
toropal01,Alexey Toropchenko,1999-06-25,RW,STL
traffhe01,Herman Traff,2005-12-31,F,NJD
treniya01,Yakov Trenin,1997-01-13,C,MIN
trikogl01,Gleb Trikozov,2004-08-12,LW,CAR
trochvi01,Vincent Trocheck,1993-07-11,C,NYR
troubja01,Jacob Trouba,1994-02-26,D,ANA
tsyplma01,Maxim Tsyplakov,1998-09-19,F,NYI
tuchal01,Alex Tuch,1996-05-10,RW,BUF
tuckety01,Tyler Tucker,2000-03-01,D,STL
tuomasa01,Samu Tuomaala,2003-01-08,RW,PHI
turcoal02,Alex Turcotte,2001-02-26,C,LAK
ullmali01,Linus Ullmark,1993-07-31,G,OTT
ungerfe01,Felix Unger Sorum,2005-09-14,RW,CAR
vaakaur01,Urho Vaakanainen,1999-01-01,D,NYR
valimju01,Juuso Välimäki,1998-10-06,D,UTA
vanacma01,Marek Vanacker,2006-04-12,F,CHI
vanecvi01,Vítek Vaněček,1996-01-09,G,UTA
vanrija01,James van Riemsdyk,1989-05-04,LW,DET
vanritr01,Trevor van Riemsdyk,1991-07-24,D,WSH
vansash01,Shane Vansaghi,2006-10-11,RW,PHI
varlasi01,Semyon Varlamov,1988-04-27,G,NYI
vasilan02,Andrei Vasilevskiy,1994-07-25,G,TBL
vatrafr01,Frank Vatrano,1994-03-14,LW,ANA
vejmeka01,Karel Vejmelka,1996-05-25,G,UTA
velenjo01,Joe Veleno,2000-01-13,C,MTL
verhaca01,Carter Verhaeghe,1995-08-14,C,FLA
vilarga01,Gabriel Vilardi,1999-08-16,C,WPG
villama01,Matt Villalta,1999-06-03,G,LAK
villena01,Nathan Villeneuve,2006-04-13,F,SEA
vladada01,Daniel Vladař,1997-08-20,G,PHI
vlasial01,Alex Vlasic,2001-06-05,D,CHI
vorondi01,Dmitri Voronkov,2000-09-10,LW,CBJ
wahlban01,Anton Wahlberg,2005-07-04,C,BUF
walkena01,Nathan Walker,1994-02-07,C,STL
walkese01,Sean Walker,1994-11-13,D,CAR
wallsje01,Jesper Wallstedt,2002-11-14,G,MIN
walmaja01,Jake Walman,1996-02-20,D,EDM
wangsi01,Simon (Haoxi) Wang,2007-07-27,D,SJS
webbeca01,Cade Webber,2001-01-05,D,CAR
wedgesc01,Scott Wedgewood,1992-08-14,G,COL
weegama01,MacKenzie Weegar,1994-01-07,D,CGY
wennbal01,Alexander Wennberg,1994-09-22,C,SJS
werenza01,Zach Werenski,1997-07-19,D,CBJ
westma01,Mason West,2007-08-03,C,CHI
wetscca01,Carson Wetsch,2006-05-04,F,SJS
whiteza01,Zach Whitecloud,1996-11-28,D,VEG
willato01,Tom Willander,2005-02-09,D,VAN
wilsbad01,Adam Wilsby,2000-08-07,D,NSH
wilsoto01,Tom Wilson,1994-03-29,RW,WSH
wolfdu01,Dustin Wolf,2001-04-16,G,CGY
wolljo01,Joseph Woll,1998-07-12,G,TOR
woodma01,Matthew Wood,2005-02-06,RW,NSH
woodmi01,Miles Wood,1995-09-13,LW,CBJ
wothepa01,Parker Wotherspoon,1997-08-24,D,PIT
wrighsh01,Shane Wright,2004-01-05,C,SEA
xhekaar01,Arber Xhekaj,2001-01-30,D,MTL
xhekafl01,Florian Xhekaj,2004-06-27,LW,MTL
yagerbr01,Brayden Yager,2005-01-03,C,PIT
yakemca01,Carter Yakemchuk,2005-09-29,D,OTT
yamamka01,Kailer Yamamoto,1998-09-28,RW,UTA
yegormi01,Mikhail Yegorov,2006-03-07,G,NJD
yorkca01,Cameron York,2001-01-05,D,PHI
yurovda01,Danila Yurov,2003-12-22,RW,MIN
zachapa01,Pavel Zacha,1997-04-06,C,BOS
zadorni01,Nikita Zadorov,1995-04-16,D,BOS
zamulye01,Yegor Zamula,2000-03-30,D,PHI
zaryco01,Connor Zary,2001-09-25,C,CGY
zavraeg01,Egor Zavragin,2005-08-23,G,PHI
zegratr01,Trevor Zegras,2001-03-20,C,PHI
zellewi01,William Zellers,2006-04-04,F,BOS
zellwol01,Olen Zellweger,2003-09-10,D,ANA
zettefa01,Fabian Zetterlund,1999-08-25,W,OTT
zharoal01,Alexander Zharovsky,2007-02-22,RW,MTL
zibanmi01,Mika Zibanejad,1993-04-18,C,NYR
ziemmko01,Koehn Ziemmer,2004-12-08,RW,LAK
zonnobi01,Bill Zonnon,2006-10-03,RW,PIT
zubar01,Artem Zub,1995-10-03,D,OTT
zuccama01,Mats Zuccarello,1987-09-01,LW,MIN
zuckeja01,Jason Zucker,1992-01-16,LW,BUF
agozzan01,Andrew Agozzino,1991-01-03,LW,UTA
astonza01,Zach Aston-Reese,1994-08-10,C,CBJ
beechjo01,John Beecher,2001-04-05,C,BOS
bussibr01,Brandon Bussi,1998-06-25,G,CAR
coolede01,Devin Cooley,1997-05-25,G,CGY
douglcu01,Curtis Douglas,2000-03-06,C,TBL
dunnejo01,Joshua Dunne,1998-12-08,C,BUF
ernead01,Adam Erne,1995-04-20,LW,DAL
finniem01,Emmitt Finnie,2005-06-27,C,DET
fleurca01,Cale Fleury,1998-11-19,D,SEA
fordpa01,Parker Ford,2000-07-20,F,WPG
geertma01,Mason Geertsen,1995-04-19,D,BUF
ginniad01,Adam Ginning,2000-01-13,D,PHI
gregono01,Noah Gregor,1998-07-28,C,FLA
haighhu01,Hunter Haight,2004-04-04,C,MIN
halonbr01,Brian Halonen,1999-01-11,F,NJD
harrijo01,Jordan Harris,2000-07-07,D,BOS
haydejo01,John Hayden,1995-02-14,C,SEA
jarrytr01,Tristan Jarry,1995-04-29,G,PIT
jonesza01,Zachary Jones,2000-10-18,D,NYR
jostty01,Tyson Jost,1998-03-14,C,NSH
kozakty01,Tyson Kozak,2002-12-29,C,BUF
labano01,Noah Laba,2003-08-04,C,NYR
lycksol01,Olle Lycksell,1999-08-24,RW,OTT
malotje01,Jeff Malott ,1996-08-07,F,LAK
mooreia01,Ian Moore,2002-01-04,D,ANA
petroal01,Alexander Petrovic,1992-03-03,D,DAL
pitlity01,Tyler Pitlick,1991-11-01,C,MIN
reinhco01,Cole Reinhardt,2000-02-01,LW,VEG
sassoma01,Max Sasson,2000-09-05,F,VAN
sebrado01,Donovan Sebrango,2002-01-12,D,2TM
solovil01,Ilya Solovyov,2000-07-20,D,COL
stastsp01,Spencer Stastney,2000-01-04,D,NSH
vielje01,Jeffrey Viel,1997-01-28,F,BOS
wiesboz01,Ozzy Wiesblatt,2002-03-09,RW,NSH
wintery01,Ryan Winterton,2003-09-04,C,SEA
steeval02,Alex Steeves,1999-12-10,F,BOS
koivuaa01,Aatos Koivu,2006-06-22,F,MTL
mazurca01,Carter Mazur,2002-03-28,LW,DET
blaissa01,Sammy Blais,1996-06-17,LW,TOR
gushcda01,Daniil Gushchin,2002-02-06,LW,SJS
ahcanja01,Jack Ahcan,1997-05-18,D,COL
aspirjo01,Jonathan Aspirot,1999-05-16,D,BOS
callami02,Michael Callahan,1999-09-23,D,BOS
capobky01,Kyle Capobianco,1997-08-13,D,DAL
cardwet01,Ethan Cardwell,2002-08-30,RW,SJS
cholode01,Dennis Cholowski,1998-02-15,D,NJD
dastoch01,Charle-Edouard D'Astous,1998-04-21,D,TBL
fensodo01,Domenick Fensore,2001-09-07,D,CAR
gauchja01,Jacob Gaucher,2001-03-09,F,PHI
gilespa01,Patrick Giles,2000-01-03,F,SJS
harkija01,Jansen Harkins,1997-05-23,C,ANA
jamesdo01,Dominic James,2002-07-03,C,TBL
jonesbe01,Ben Jones,1999-02-26,F,MIN
labatjo01,Joseph LaBate,1993-04-16,C,VAN
legauch01,Charles-Alexis Legault,2003-09-05,D,CAR
maceama01,Mackenzie MacEachern,1994-03-09,LW,VAN
makarta01,Taylor Makar,2001-03-13,LW,COL
mermida01,Dakota Mermis,1994-01-05,D,TOR
metsaza01,Zach Metsa,1998-10-19,D,BUF
meyerbe01,Ben Meyers,1998-11-15,F,SEA
minertr01,Trent Miner,2001-02-05,G,COL
moverja01,Jacob Moverare,1998-08-31,D,LAK
nystrjo01,Joel Nystrom,2002-05-14,D,CAR
warrema01,Marshall Warren,2001-04-20,D,NYI
kuzneya01,Yan Kuznetsov,2002-03-09,D,CGY
huntda01,Daemon Hunt,2002-05-15,D,MIN
koppajo01,Joona Koppanen,1998-02-25,LW,PIT
mayody01,Dyson Mayo,1996-08-17,D,CBJ
nielstr01,Tristen Nielsen,2000-02-23,F,COL
desimni01,Nick DeSimone,1994-11-21,D,UTA
sabousc01,Scott Sabourin,1992-07-30,F,TBL
bowmabr01,Braeden Bowman,2003-06-26,F,VEG
chmelja01,Jaroslav Chmelar,2003-07-20,RW,NYR
hodgsha01,Hayden Hodgson,1996-03-02,RW,OTT
katchbo01,Boris Katchouk,1998-06-18,LW,TBL
kerinro01,Rory Kerins,2002-04-12,C,CGY
skinnhu01,Hunter Skinner,2001-04-29,D,STL
whiteco03,Colton White,1997-05-03,D,NJD
davidja01,Jared Davidson,2002-07-07,C,MTL
